SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
CCHHL,EQ,16.84,17.39,16.75,16.93,17.14,17.02,31932,541007.57,27-Oct-2025,305,INE652F01027
COUNCODOS,EQ,6.79,7,6.68,6.7,6.7,6.75,65366,441889.24,27-Oct-2025,245,INE695B01025
CPCAP,EQ,119.99,120.95,117.61,119.96,120.95,116.91,16960,2021244.17,27-Oct-2025,680,INE521J01018
CPSEETF,EQ,95.49,95.49,94.39,94.55,94.62,94.57,979282,92703551.04,27-Oct-2025,8711,INF457M01133
CRAFTSMAN,EQ,6524,6565.5,6455,6480.5,6485,6519,9295,60301227.00,27-Oct-2025,3545,INE00LO01017
CRAYONS,SM,48.5,48.5,48.5,48.5,48.5,49.5,1000,48500.00,27-Oct-2025,1,INE0OFK01019
CREATIVEYE,EQ,7.88,7.88,7.73,7.82,7.85,7.73,7697,60077.17,27-Oct-2025,165,INE230B01021
CGRAPHICS,SM,214.95,214.95,209,209.65,209.5,212.5,18400,3876200.00,27-Oct-2025,22,INE0R7401011
CREATIVE,EQ,652,655.1,643.3,653.3,655,646.15,9809,6388056.05,27-Oct-2025,575,INE985W01018
CREDITACC,EQ,1422.5,1490.1,1415.5,1472.2,1470,1422.5,1865447,2738284152.20,27-Oct-2025,81798,INE741K01010
MUFTI,EQ,114.02,114.9,112.39,113.19,113.05,114.06,70197,7966055.33,27-Oct-2025,1346,INE220Q01020
CREST,EQ,395,398.95,385.95,394.7,394,394.7,22097,8673863.80,27-Oct-2025,1233,INE559D01011
CRISIL,EQ,4985,5062.2,4971.1,5031.3,5035,4962.4,65205,328162933.70,27-Oct-2025,15225,INE007A01025
CRIZAC,EQ,322.6,333,318.6,321.6,323.45,320,1091902,356325252.80,27-Oct-2025,17542,INE0S4R01014
CROMPTON,EQ,296.9,296.9,291.5,292.05,291.8,293.35,3112928,911976655.75,27-Oct-2025,49354,INE299U01018
CLSL,SM,55.8,55.8,55,55,55,55.05,24000,1323100.00,27-Oct-2025,12,INE00NH01017
CROWN,EQ,149.79,149.79,141,141.77,142.86,145.64,29560,4266635.62,27-Oct-2025,1161,INE491V01019
CSBBANK,EQ,403.4,421,400.6,417.25,415.6,401.95,451608,186853826.90,27-Oct-2025,17783,INE679A01013
CSLFINANCE,EQ,283.55,285,270.9,277.45,278.8,278,9985,2773458.05,27-Oct-2025,818,INE718F01018
CUBEINVIT,IV,135.5,135.5,135.5,135.5,135.5,135.5,750000,101625000.00,27-Oct-2025,5,INE0NR623014
CUBEXTUB,EQ,96.9,96.99,93.28,94.63,95,94.9,26954,2543437.28,27-Oct-2025,850,INE144D01012
CUMMINSIND,EQ,4220,4324,4195.5,4311.5,4310,4183.2,784380,3346462550.40,27-Oct-2025,70527,INE298A01020
CUPID,EQ,235,243.5,235,237.44,237.3,234.9,2273261,542086239.62,27-Oct-2025,20939,INE509F01029
CURAA,BE,153.93,153.93,153.93,153.93,153.93,157.08,196,30170.28,27-Oct-2025,15,INE117B01020
CURRENT,SM,148.1,154,146.5,146.5,146.5,148,40000,5946240.00,27-Oct-2025,16,INE1CRQ01014
CYBERMEDIA,BE,17.77,18.19,17.31,17.5,17.5,17.81,1759,30815.67,27-Oct-2025,56,INE278G01037
CMRSL,SM,83,83.25,83,83.25,83.25,83.7,3200,265960.00,27-Oct-2025,4,INE075Z01011
CYBERPP,X1,7.75,7.75,7.75,7.75,7.75,7.75,2,15.50,27-Oct-2025,1,IN9278G01019
CYBERTECH,BE,167.94,169.7,161,161.66,161,166.96,45379,7448019.97,27-Oct-2025,910,INE214A01019
CYIENTDLM,EQ,450.85,456.75,449,450,451,450.85,123898,56142333.20,27-Oct-2025,7857,INE055S01018
CYIENT,EQ,1190.9,1215,1189.3,1208.1,1207,1185.6,290385,350061936.40,27-Oct-2025,16171,INE136B01020
DPWIRES,EQ,228.3,251.9,228.3,241.05,241,230.3,126171,30644439.97,27-Oct-2025,3677,INE864X01013
DLINKINDIA,EQ,455.75,461.7,453.55,455.1,455.1,455.75,66768,30522422.05,27-Oct-2025,3421,INE250K01012
DPABHUSHAN,EQ,1370.5,1389.8,1365.3,1372.4,1371.9,1385.3,6579,9048150.40,27-Oct-2025,1084,INE266Y01019
DBCORP,EQ,257.9,280.55,255.5,269.6,263,258.9,588437,157207762.45,27-Oct-2025,17975,INE950I01011
DABUR,EQ,508.5,510.2,504.7,507.05,506.4,508.45,3258720,1655302668.10,27-Oct-2025,38446,INE016A01026
DALBHARAT,EQ,2103.7,2107.5,2085.5,2093.2,2092,2098.4,939617,1968279296.00,27-Oct-2025,41785,INE00R701025
DALMIASUG,EQ,357,380.25,355.8,371.5,371.5,354.9,381318,140614552.95,27-Oct-2025,14082,INE495A01022
DAMCAPITAL,EQ,249,253.35,247.15,249.25,247.9,249.12,302872,75811646.84,27-Oct-2025,5235,INE284H01025
DAMODARIND,EQ,35.51,36.13,34.62,34.94,35,36.16,8770,309792.08,27-Oct-2025,127,INE497D01022
DANGEE,EQ,4.3,4.45,4.22,4.3,4.34,4.3,36490,158039.92,27-Oct-2025,149,INE688Y01022
DANISH,SM,843.1,854.95,835.25,842.6,840,840.55,18150,15306022.50,27-Oct-2025,94,INE0YU901016
DCCL,SM,53.9,55,53.9,55,55,53.1,8000,435800.00,27-Oct-2025,4,INE04Q901010
DATAPATTNS,EQ,2798.7,2803.2,2745,2790.8,2789,2798.7,176054,487861642.80,27-Oct-2025,22887,INE0IX101010
DATAMATICS,EQ,909.7,921,900.05,917.7,918,903.6,214186,195375116.05,27-Oct-2025,11305,INE365B01017
DAVANGERE,EQ,3.47,3.49,3.42,3.43,3.44,3.47,2270134,7801309.88,27-Oct-2025,3508,INE179G01029
DBSTOCKBRO,EQ,25.5,26.69,25.46,25.74,25.53,25.8,4522,116111.65,27-Oct-2025,87,INE921B01025
DCI,EQ,263.9,263.9,253.05,253.45,253.05,258.6,35606,9051691.80,27-Oct-2025,618,INE0A1101019
DCBBANK,EQ,159,161.83,157.96,159.41,159.89,157.67,4731944,754324864.79,27-Oct-2025,40889,INE503A01015
DCG,SM,63.95,63.95,59.1,62.95,62.95,62.45,28800,1761600.00,27-Oct-2025,23,INE0S8401018
DCMFINSERV,EQ,5.86,5.86,5.4,5.64,5.64,5.56,8440,47688.33,27-Oct-2025,55,INE891B01012
DCM,EQ,98.97,99,95,95.76,96.39,96.85,14314,1381820.41,27-Oct-2025,298,INE498A01018
DCMNVL,EQ,156.43,156.84,155.15,155.82,156,155.66,8154,1271256.78,27-Oct-2025,176,INE08KP01019
DCMSRIND,EQ,171.45,174.98,171.45,173.55,173.85,173.17,65772,11403967.97,27-Oct-2025,2290,INE843D01027
DCMSHRIRAM,EQ,1231.1,1287.1,1213.6,1278.5,1277,1224.7,215370,271796163.20,27-Oct-2025,18890,INE499A01024
DCW,EQ,63.74,64.57,63,63.34,63.3,63.74,417046,26508269.25,27-Oct-2025,3759,INE500A01029
DCXINDIA,EQ,229.19,229.19,226,226.92,226.89,228.83,316683,72048220.92,27-Oct-2025,13066,INE0KL801015
DDEVPLSTIK,EQ,312.8,315.65,304.4,305.9,305.75,311.1,79263,24436300.65,27-Oct-2025,4604,INE0HR601026
DENEERS,SM,173,175.95,172,175.2,175,174.45,10200,1772040.00,27-Oct-2025,17,INE0JWV01011
DENORA,EQ,809.3,809.65,783.5,790.4,788,811.25,4086,3246267.20,27-Oct-2025,713,INE244A01016
DIL,EQ,1.95,2.07,1.95,1.99,2.01,2,109258,219208.13,27-Oct-2025,307,INE411Y01011
DECCANCE,EQ,1036.2,1036.2,1015.3,1023.7,1024,1029.5,23612,24158560.80,27-Oct-2025,1511,INE583C01021
DECCANTRAN,SM,32.4,34.7,32.4,33.75,33.85,33.4,33600,1110840.00,27-Oct-2025,14,INE0S7C01019
DEEDEV,EQ,264.55,269.5,258,259.65,258.05,264.55,70963,18544636.30,27-Oct-2025,4274,INE841L01016
DEEM,SM,51.4,51.4,51.4,51.4,51.4,50,2000,102800.00,27-Oct-2025,2,INE586O01011
DEEPINDS,EQ,473.45,478.6,466,472.35,471.85,473.35,108132,51000634.15,27-Oct-2025,6246,INE0FHS01024
DBEIL,EQ,157.75,157.93,153.33,154.12,153.9,156.17,38732,5983144.12,27-Oct-2025,890,INE0OPA01019
DEEPAKFERT,EQ,1439.1,1465.2,1435.1,1459.9,1459.6,1442.8,137688,200128986.60,27-Oct-2025,17163,INE501A01019
DEEPAKNTR,EQ,1752,1764.6,1740,1747.8,1747.7,1757.1,136031,237931538.60,27-Oct-2025,16501,INE288B01029
DELAPLEX,SM,160,160,152,153.7,152,161.6,11400,1774740.00,27-Oct-2025,15,INE0SK801018
DELHIVERY,EQ,469.25,474,467.65,473,473.5,466.9,1108491,522025631.40,27-Oct-2025,20486,INE148O01028
DELPHIFX,EQ,245,245,218.03,218.03,218.03,242.26,62843,14442643.69,27-Oct-2025,910,INE726L01019
DELTIC,SM,59.2,60.05,59.05,59.9,59.9,59.85,10000,593800.00,27-Oct-2025,10,INE0XRN01019
DELTACORP,EQ,78.47,78.96,77.91,77.99,78,78.47,844728,66021671.20,27-Oct-2025,7352,INE124G01033
DELTAMAGNT,EQ,80.55,82.3,74.33,75.67,75.11,80.49,17695,1386303.94,27-Oct-2025,272,INE393A01011
DEN,EQ,33.2,33.47,33.12,33.27,33.45,33.33,299790,9978825.34,27-Oct-2025,2140,INE947J01015
DENTA,EQ,407,410.8,397.4,400.05,401.5,405.2,203711,82113740.15,27-Oct-2025,7544,INE0R4L01018
DEVX,EQ,45,45.28,43.12,43.49,43.68,45.03,262652,11480924.69,27-Oct-2025,3386,INE0VOV01021
DEVIT,EQ,40.88,42.33,40.61,40.99,41.05,40.69,114179,4714962.36,27-Oct-2025,896,INE060X01034
DEVYANI,EQ,163.5,164.9,162.35,162.96,162.66,162.54,849429,138752416.72,27-Oct-2025,7512,INE872J01023
DBOL,EQ,80,80.93,77.03,77.29,78,79.38,198473,15765699.85,27-Oct-2025,975,INE0I3401014
DHAMPURSUG,EQ,138.8,139.49,135,135.78,135.87,138.07,190325,25954251.66,27-Oct-2025,2260,INE041A01016
DHANI,EQ,56.31,56.31,50.39,51.06,50.46,56.03,22339498,1160596282.35,27-Oct-2025,62042,INE274G01010
DHANBANK,EQ,26.5,27.21,26.35,26.7,26.86,26.45,1209103,32331543.86,27-Oct-2025,3636,INE680A01011
DHANLAXMI,SM,42.1,42.1,42.1,42.1,42.1,41.25,2000,84200.00,27-Oct-2025,1,INE0V9V01010
DHANUKA,EQ,1416.6,1431,1409.7,1414.8,1412,1416.6,12594,17902546.50,27-Oct-2025,2556,INE435G01025
DRL,SM,22.6,24.9,22.6,24.9,24.9,23.75,24000,576300.00,27-Oct-2025,4,INE704V01015
DHARAN,BZ,0.43,0.44,0.41,0.42,0.43,0.44,20232420,8586910.57,27-Oct-2025,3944,INE278R01034
DHARIWAL,SM,197,198,190.15,193.65,193.35,193.1,25200,4881180.00,27-Oct-2025,20,INE0YRN01017
DHARMAJ,EQ,298.65,299.55,293.1,296.6,297,293.6,14434,4289553.40,27-Oct-2025,844,INE00OQ01016
DHRUV,EQ,51.99,52.4,50.51,51.23,51.15,51.36,11698,603185.56,27-Oct-2025,143,INE506Z01015
DHUNINV,EQ,1459.2,1459.2,1415,1426.2,1416.1,1442.1,906,1303182.40,27-Oct-2025,162,INE320L01011
DTIL,EQ,165,167.69,162,163.15,165.5,165,5566,915721.15,27-Oct-2025,242,INE341R01014
DVL,EQ,334.9,337.4,331,334.8,334.75,333.55,29700,9942689.15,27-Oct-2025,1370,INE477B01010
DIAMINESQ,EQ,291.2,293.45,288.55,289.1,289.95,290.4,10168,2969710.15,27-Oct-2025,297,INE591D01014
DIACABS,EQ,143.2,155,143.2,153.59,154.9,142.46,3460146,524888956.47,27-Oct-2025,22195,INE989C01038
DICIND,EQ,509.15,525,509.15,513.6,525,516.45,567,290472.90,27-Oct-2025,72,INE303A01010
DTL,SM,166,166,163,165,165,164,10800,1779600.00,27-Oct-2025,8,INE0JRD01019
DIFFNKG,EQ,372.3,373.3,365.1,367.35,366.1,370.9,42363,15611450.60,27-Oct-2025,2896,INE184O01015
DGCONTENT,EQ,34,34,32.26,33.02,33.02,33.9,8952,299314.62,27-Oct-2025,80,INE03JI01017
DIGIDRIVE,EQ,29.5,29.77,29.06,29.47,29.5,29.36,35039,1031415.93,27-Oct-2025,138,INE0PSC01024
DIGIKORE,SM,87.5,90,85.1,85.3,87,85.05,33600,2945080.00,27-Oct-2025,67,INE0QJ901011
DIGISPICE,BE,25.75,26.76,25.25,26.08,26.01,26.16,34538,897290.95,27-Oct-2025,173,INE927C01020
DIGITIDE,EQ,164,171.55,163.46,170.59,170.08,163.69,224941,37874950.78,27-Oct-2025,8554,INE0U4701011
DIGJAMLMTD,BE,48.51,48.51,46.85,46.85,46.85,49.32,3475,164251.75,27-Oct-2025,24,INE731U01028
DNAMEDIA,EQ,4.61,4.61,4.16,4.34,4.3,4.42,36585,159751.59,27-Oct-2025,213,INE016M01021
DBL,EQ,482.4,488.25,471,480.3,480.7,477.6,289220,137935014.20,27-Oct-2025,9589,INE917M01012
DISHTV,EQ,4.44,4.47,4.37,4.43,4.43,4.41,3995015,17659407.22,27-Oct-2025,5544,INE836F01026
DCAL,EQ,285.05,296,284.2,293.35,292.55,283.9,160946,46950240.35,27-Oct-2025,4486,INE385W01011
DIVGIITTS,EQ,621,638.4,621,636.2,636,630.75,3736,2366910.10,27-Oct-2025,660,INE753U01022
DIVISLAB,EQ,6610,6610,6468.5,6490,6490,6593,342190,2224026067.00,27-Oct-2025,35837,INE361B01024
DIVINEHIRA,ST,113.5,113.5,112,112.45,112.45,113,16000,1806160.00,27-Oct-2025,10,INE0NA501011
DPEL,ST,267,267,267,267,267,265,30000,8010000.00,27-Oct-2025,19,INE0SCO01019
DIVYADHAN,SM,45.4,45.4,44,44.1,44.1,43.25,6000,267000.00,27-Oct-2025,3,INE0QYI01019
DIXON,EQ,15400,15611,15356,15505,15510,15490,302086,4683667938.00,27-Oct-2025,56445,INE935N01020
DJML,EQ,90,92.09,84,86.02,87.4,90.3,51287,4432557.45,27-Oct-2025,1440,INE0B1K01014
DLF,EQ,774.7,785.8,774.2,779.5,779.5,772.45,1711268,1337421210.80,27-Oct-2025,40086,INE271C01023
DMCC,EQ,308.25,314,306.05,309.1,310,307.85,41863,12969607.00,27-Oct-2025,1222,INE505A01010
DHTL,ST,118.5,118.5,117.3,117.3,117.3,117.3,2400,283440.00,27-Oct-2025,3,INE0OGG01015
DODLA,EQ,1288,1350,1278,1314.9,1312,1273.5,98893,130561577.90,27-Oct-2025,16774,INE021O01019
DOLATALGO,EQ,82.13,82.53,80.12,80.98,80.99,81.8,124410,10069628.33,27-Oct-2025,2412,INE966A01022
DOLLAR,EQ,367.7,367.7,355.85,359,359.7,358.65,51359,18462197.85,27-Oct-2025,2344,INE325C01035
DOLLEX,SM,41.3,41.5,39.45,41,41,41.3,60000,2443400.00,27-Oct-2025,13,INE0JHH01011
DOLPHIN,EQ,386.9,386.9,376.3,377.25,376.7,374.05,757,287656.65,27-Oct-2025,76,INE920A01037
DOMS,EQ,2513,2524.8,2499.1,2517.4,2520,2500.8,17446,43866826.30,27-Oct-2025,4570,INE321T01012
DONEAR,EQ,104,105.38,100.5,101.58,101.99,102.88,62375,6410223.40,27-Oct-2025,752,INE668D01028
DPSCLTD,EQ,11.97,11.97,11.7,11.71,11.75,11.81,102893,1210967.06,27-Oct-2025,725,INE360C01024
AGARWALEYE,EQ,518.3,522.25,511.3,519.5,519.95,520.85,122239,63242235.35,27-Oct-2025,7996,INE943P01029
LALPATHLAB,EQ,3100,3195.5,3060.2,3144.1,3149,3048.2,277798,869596643.20,27-Oct-2025,38927,INE600L01024
DRREDDY,EQ,1283,1293.4,1264.6,1284.3,1285,1283.6,1927956,2475274570.70,27-Oct-2025,62515,INE089A01031
DRCSYSTEMS,EQ,19.69,19.69,19.42,19.49,19.6,19.61,38296,748303.13,27-Oct-2025,298,INE03RS01027
DREAMFOLKS,EQ,129.5,131.8,128.01,128.6,128.9,128.82,128422,16582741.25,27-Oct-2025,3561,INE0JS101016
DREDGECORP,EQ,629.15,637.95,617.85,619.8,619.5,623.55,31130,19430678.25,27-Oct-2025,2919,INE506A01018
DRONE,SM,75,80.75,73.2,80,80.75,73.45,71500,5499825.00,27-Oct-2025,115,INE0P7201019
DRSCARGO,ST,55.35,55.35,55.35,55.35,55.35,55.4,800,44280.00,27-Oct-2025,1,INE0QZM01018
KEEPLEARN,EQ,3.05,3.05,2.85,2.87,2.87,3,41336,120306.14,27-Oct-2025,176,INE055C01020
LIQUIDETF,EQ,1000,1000.01,999.99,1000,1000,1000,74729,74728920.74,27-Oct-2025,167,INF740KA1EU7
BANKETFADD,EQ,58.84,59.45,58.83,59.36,59.44,58.85,28793,1708296.50,27-Oct-2025,679,INF740KA1RX3
GOLDETFADD,EQ,119.45,119.8,117,117.57,117.2,117.85,1096638,129405649.90,27-Oct-2025,1142,INF740KA1SW3
ITETFADD,EQ,37.79,37.9,37.65,37.69,37.78,37.47,51954,1960063.52,27-Oct-2025,141,INF740KA1SX1
NIFTY50ADD,EQ,270.32,271.75,269.41,271.14,271.45,269.19,29784,8078246.95,27-Oct-2025,533,INF740KA1CL0
EQUAL50ADD,EQ,341.71,344.43,341.71,343.87,344.11,340.73,5967,2047839.56,27-Oct-2025,180,INF740KA1QK2
PSUBANKADD,EQ,78.92,82.69,78.6,80.86,80.95,78.7,98176,7845088.86,27-Oct-2025,282,INF740KA1SY9
PVTBANKADD,EQ,28.75,28.9,28.6,28.83,28.84,28.73,28509,821186.70,27-Oct-2025,208,INF740KA1TA7
MIDQ50ADD,EQ,256.7,256.7,250.78,252.02,253,249.99,5818,1462941.22,27-Oct-2025,145,INF740KA1QL0
SENSEXADD,EQ,86.32,86.93,86.32,86.77,86.77,86.29,2045,177184.25,27-Oct-2025,36,INF740KA1SZ6
SILVERADD,EQ,140.02,143.64,137.2,139.55,139.95,139.21,1315604,184441842.88,27-Oct-2025,3602,INF740KA1RE3
FLEXIADD,EQ,11.05,11.05,10.82,10.89,10.86,10.79,175406,1906724.09,27-Oct-2025,300,INF740KA1WU9
HEALTHADD,EQ,149.62,150.07,149.35,149.87,149.96,149.84,3382,506576.24,27-Oct-2025,48,INF740KA1UF4
LIQUIDADD,EQ,1098.25,1098.25,1096.31,1097.22,1097.23,1097.05,659285,723383013.49,27-Oct-2025,865,INF740KA1UM0
NEXT30ADD,EQ,40.39,40.44,40.21,40.33,40.35,40.21,28160,1135270.52,27-Oct-2025,70,INF740KA1VE5
TOP10ADD,EQ,99.34,100.3,99.2,99.98,100.02,99.35,214716,21466113.71,27-Oct-2025,1078,INF740KA1UR9
DUCOL,SM,180.6,184.6,170,180.05,182,185,71200,12723480.00,27-Oct-2025,67,INE0LZO01015
DUCON,EQ,4.77,4.85,4.54,4.59,4.6,4.77,1139227,5316071.16,27-Oct-2025,1493,INE741L01018
DURLAX,SM,42.5,42.5,42.5,42.5,42.5,42.9,6000,255000.00,27-Oct-2025,3,INE0OUW01013
DWARKESH,EQ,45.17,46.23,44.65,45.01,45.29,44.99,741880,33612181.33,27-Oct-2025,3654,INE366A01041
DSSL,EQ,922.15,930.25,915,924.45,928.5,922.15,14827,13690101.80,27-Oct-2025,2246,INE417B01040
DYNAMATECH,EQ,7920,7949,7755,7793,7813.5,7959,16349,128306229.00,27-Oct-2025,7330,INE221B01012
DYCL,EQ,461,474,442,449.8,450,452.35,955863,439096105.45,27-Oct-2025,33889,INE600Y01019
DYNAMIC,SM,118.8,121,118.15,119.2,118.15,121.1,14500,1734425.00,27-Oct-2025,26,INE0DZ701010
DYNPRO,EQ,322.8,322.8,312.95,314.55,315.25,322.8,20699,6529039.75,27-Oct-2025,897,INE256H01015
EFACTOR,SM,285.5,294.6,285.3,287.65,294.6,285,4800,1378960.00,27-Oct-2025,6,INE0KFF01017
E2E,EQ,3100,3341,3058.5,3175.8,3188,3068.2,174963,563149141.60,27-Oct-2025,18632,INE255Z01019
EASTSILK,BE,66.71,66.71,66.71,66.71,66.71,63.54,2330,155434.30,27-Oct-2025,49,INE962C01035
EASEMYTRIP,EQ,8.05,8.08,7.97,7.99,7.98,8.03,6155914,49364509.35,27-Oct-2025,10974,INE07O001026
ECLERX,EQ,4557.8,4830,4509,4787.3,4830,4446.6,2320421,10905207606.20,27-Oct-2025,241411,INE738I01010
ECOLINE,SM,133.75,135.9,133.7,134.55,135.9,133.35,41000,5517650.00,27-Oct-2025,12,INE0VBS01016
ECOSMOBLTY,EQ,219,219,210.16,213.56,213.1,217.06,149798,32043007.07,27-Oct-2025,6619,INE06HJ01020
BBETF0432,EQ,1307.94,1309.89,1303.37,1309.64,1309.89,1309.54,3743,4892650.13,27-Oct-2025,66,INF754K01OB1
EBANKNIFTY,EQ,58.83,58.83,58.15,58.33,58.69,58.54,1855,108390.54,27-Oct-2025,40,INF754K01TE4
EBBETF0430,EQ,1541.36,1564.8,1541.36,1552.6,1552.3,1557.35,10201,15860060.76,27-Oct-2025,558,INF754K01KO2
EBBETF0431,EQ,1390.3,1395,1386.31,1393.78,1394.58,1390.15,23697,32978524.00,27-Oct-2025,620,INF754K01LE1
EBBETF0433,EQ,1305.17,1305.17,1265.48,1269,1267.11,1267.16,4838,6130634.60,27-Oct-2025,111,INF754K01QX0
ECAPINSURE,EQ,23.98,24.03,23.8,23.84,23.8,23.75,129697,3097496.08,27-Oct-2025,357,INF754K01TX4
EGOLD,EQ,121.55,122.3,120.55,121.2,121.1,121.55,43570,5295606.60,27-Oct-2025,659,INF754K01SE6
ELM250,EQ,16.64,16.91,16.62,16.76,16.77,16.63,12434,208172.71,27-Oct-2025,89,INF754K01VV4
EMULTIMQ,EQ,42.97,42.97,42.57,42.65,42.73,42.75,31621,1349670.16,27-Oct-2025,274,INF754K01TF1
ESILVER,EQ,149,151.88,143.3,147.26,145.95,147.35,109782,16056510.21,27-Oct-2025,1543,INF754K01SF3
EDELWEISS,EQ,122.05,123.5,118.9,120.23,119.8,120.61,15282365,1857902676.04,27-Oct-2025,67639,INE532F01054
EDUCOMP,BZ,1.45,1.55,1.4,1.45,1.43,1.48,40834,58414.34,27-Oct-2025,162,INE216H01027
EFCIL,EQ,298.9,299,295.2,297.45,298,298.65,94554,28064130.50,27-Oct-2025,2992,INE886D01026
EFFWA,SM,208.95,213.75,203,203.55,203.25,208.95,27200,5616460.00,27-Oct-2025,56,INE0U9101019
EICHERMOT,EQ,6868,6927.5,6838.5,6906.5,6905,6840,228141,1570420626.50,27-Oct-2025,37376,INE066A01021
EIDPARRY,EQ,1040,1078.4,1033.3,1066.1,1070,1038.8,199714,212024867.80,27-Oct-2025,17680,INE126A01031
EIHAHOTELS,EQ,383.05,384.5,380.4,382.3,382.2,380.9,13670,5231657.80,27-Oct-2025,1041,INE276C01014
EIHOTEL,EQ,386,386.2,382.55,384.55,384.1,385.75,91678,35269526.80,27-Oct-2025,7555,INE230A01023
EIMCOELECO,EQ,1854,1874.8,1831.6,1860.2,1868,1848,23204,42997234.40,27-Oct-2025,3513,INE158B01016
ELDEHSG,EQ,907.95,920,843.6,859.25,855,893.95,3120,2794064.90,27-Oct-2025,322,INE668G01021
ELECON,EQ,569.1,573.95,555.1,557.8,556,569.1,261263,147334687.00,27-Oct-2025,13624,INE205B01031
EFORCE,SM,44.3,44.3,42.35,42.35,42.35,42.6,10800,470700.00,27-Oct-2025,8,INE0Q1W01012
EMIL,EQ,151.99,151.99,147.6,148.91,149.15,150.33,485519,72533334.17,27-Oct-2025,9086,INE02YR01019
ELECTCAST,EQ,93.08,93.19,91.01,91.29,91.24,92.94,1223933,112562618.51,27-Oct-2025,10978,INE086A01029
ELECTHERM,EQ,1027.8,1027.8,969.85,976.35,978,1020.05,13086,12923339.85,27-Oct-2025,1438,INE822G01016
ELGNZ,SM,132,132,129.75,130.45,130.2,132.05,19000,2490100.00,27-Oct-2025,18,INE0R9101015
ELGIEQUIP,EQ,492,495.2,486.05,490.3,490.5,487.65,554549,271994736.95,27-Oct-2025,22719,INE285A01027
ELGIRUBCO,BE,62.94,64.4,61.35,61.84,63,61.71,14734,930883.56,27-Oct-2025,131,INE819L01012
ELIN,EQ,205.73,211.98,204.09,211.13,211,205.73,124659,26115084.28,27-Oct-2025,2536,INE050401020
ELLEN,EQ,446.4,459.45,443.3,455.35,455,443.4,145296,65814327.65,27-Oct-2025,9633,INE236E01022
DELPH-RE,BE,31,31.9,30.75,30.75,30.75,51.26,4156,128513.90,27-Oct-2025,78,INE726L20019
EMAPARTNER,SM,100.15,103,100.15,102.1,101.45,101.05,16000,1619950.00,27-Oct-2025,15,INE0ZOL01023
EMAMILTD,EQ,547,547.15,543.1,544.85,544.2,544.65,102703,56014177.80,27-Oct-2025,9266,INE548C01032
EMAMIPAP,EQ,99,99.5,97.7,97.93,98,97.57,12393,1218338.64,27-Oct-2025,399,INE830C01026
EMAMIREAL,EQ,91.49,91.49,84.77,84.77,84.77,89.24,231987,19691332.74,27-Oct-2025,518,INE778K01012
EMBDL,EQ,94.59,95.87,92.37,92.56,92.7,94.06,4294674,402511607.77,27-Oct-2025,16160,INE069I01010
EMBASSY,RR,435.4,437,430.2,433.88,433.5,433.37,543184,235985765.66,27-Oct-2025,17626,INE041025011
EMCURE,EQ,1345.4,1375.9,1345.4,1348.9,1352,1357.3,234514,319860422.00,27-Oct-2025,12212,INE168P01015
ETML,SM,121,122,115,118.2,117.55,126.05,39600,4684920.00,27-Oct-2025,31,INE0RHD01013
EMKAY,BE,325.95,342.2,317.1,333.5,331,325.95,15507,5218234.25,27-Oct-2025,289,INE296H01011
EMKAYTOOLS,SM,141.15,142,141.15,141.5,141.5,141.15,1050,148627.50,27-Oct-2025,7,INE332S01011
EMMBI,EQ,105.3,105.3,100.15,103.59,105.25,103.2,42363,4328786.02,27-Oct-2025,1146,INE753K01015
EMSLIMITED,EQ,533.4,540,530.05,530.45,531.75,533.4,94312,50162502.75,27-Oct-2025,4701,INE0OV601013
EMUDHRA,EQ,654.65,654.65,643.75,646.4,645.15,651.25,125750,81319998.35,27-Oct-2025,9537,INE01QM01018
ENDURANCE,EQ,2911.4,2944,2903.7,2922,2911.3,2906.9,80397,235051439.00,27-Oct-2025,14557,INE913H01037
ENERGYDEV,EQ,20.18,20.3,19.8,19.88,19.8,19.99,12910,258360.57,27-Oct-2025,297,INE306C01019
EMMIL,SM,177.45,183.2,177.45,178,178,176.5,3250,579925.00,27-Oct-2025,10,INE0S1L01013
ENFUSE,SM,205,206,205,205,205,205,13200,2706600.00,27-Oct-2025,12,INE0S3X01014
ENGINERSIN,EQ,200.99,202.36,199.5,200.89,200.4,200.53,1216284,244440590.88,27-Oct-2025,19400,INE510A01028
ENSER,SM,21.95,22,21.9,22,22,21.5,60000,1319000.00,27-Oct-2025,8,INE0R9I01021
ENTERO,EQ,1084.5,1118,1082.9,1108,1115,1087.5,90529,99326523.00,27-Oct-2025,8972,INE010601016
ENIL,EQ,142.49,142.49,138,139.12,139,140.96,12409,1737608.69,27-Oct-2025,518,INE265F01028
EIEL,EQ,245,245.69,241.85,242.32,242,244.98,500461,121678913.64,27-Oct-2025,12543,INE0LLY01014
ENVIRO,SM,160,161.5,154,154,154,160,17000,2699900.00,27-Oct-2025,17,INE0SUH01015
EPACK,EQ,345.95,345.95,338,339.55,340.4,343.4,449385,153036412.60,27-Oct-2025,12945,INE0G5901015
EPACKPEB,EQ,275,280,255.3,272.03,277.9,268.57,30168256,8001632869.32,27-Oct-2025,231184,INE0MLS01022
