SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
SGBJUN28,GB,12340,12340,12270,12293.93,12290,12371.76,191,2350170.35,27-Oct-2025,63,IN0020200104
SGBN28VIII,GB,12351,12755.61,12300,12386.59,12400,12505.5,427,5318335.41,27-Oct-2025,121,IN0020200286
SGBMAY29I,GB,12403.23,12403.23,12261,12324.33,12310,12403.23,1397,17215842.39,27-Oct-2025,208,IN0020210053
SGBJUN29II,GB,12370.01,12400,12206.01,12346.17,12350,12409.5,375,4628027.82,27-Oct-2025,93,IN0020210061
SGBJU29III,GB,12598.99,12598.99,12305.56,12310.01,12311,12405.11,323,3987705.34,27-Oct-2025,66,IN0020210087
SGBSEP29VI,GB,12400,12427,12305.02,12366.06,12414.8,12419.81,493,6098818.89,27-Oct-2025,118,IN0020210145
SGBNV29VII,GB,12420.94,12437,12311,12370.97,12355.01,12420.94,526,6512171.63,27-Oct-2025,131,IN0020210178
SGBOCT25V,GB,12262,12340,12262,12262,12262,12201,3,36864.00,27-Oct-2025,3,IN0020170075
SGBNOV25VI,GB,12400,12449.99,12251,12274.3,12278.6,12222.17,18,221707.62,27-Oct-2025,10,IN0020170083
SGBNOV25,GB,12301,12301.15,12239.5,12239.5,12239.5,12400,6,73744.65,27-Oct-2025,5,IN0020170091
SGBDEC25,GB,12965.51,12965.51,12960,12960,12960,12901,2,25925.51,27-Oct-2025,2,IN0020170125
SGBNOV25IX,GB,12400,12400,12400,12400,12400,12331,4,49600.00,27-Oct-2025,3,IN0020170117
SGBDEC2512,GB,12900,12900,12500.01,12835.5,12835.5,13400,4,51071.00,27-Oct-2025,4,IN0020170141
SGBNOV258,GB,12250.21,12500,12250.2,12340,12340,12200,14,172368.18,27-Oct-2025,10,IN0020170109
SGBDEC2513,GB,13000,13000,12500.01,12500.01,12500.01,12599.69,3,38000.02,27-Oct-2025,2,IN0020170158
SGBMAY26,GB,12380.36,12396.01,12380,12380,12380,12323.61,9,111469.68,27-Oct-2025,6,IN0020180033
SGBOCT26,GB,12600,12600.01,12350.01,12357.55,12360.9,12499,50,619324.82,27-Oct-2025,18,IN0020180249
SGBNOV26,GB,13586.96,13586.96,12661.42,12697.68,12661.42,12352.61,39,507583.31,27-Oct-2025,17,IN0020180314
SGBDEC26,GB,12380.01,12380.01,12372,12372,12372,12370.01,15,185639.08,27-Oct-2025,9,IN0020180389
SGBJAN26,GB,12951,12951,12505.01,12951,12951,12938.5,38,491245.00,27-Oct-2025,10,IN0020170166
SGBJUL27,GB,12250,12399.98,12250,12399.98,12399.98,12319.95,12,148499.80,27-Oct-2025,2,IN0020190081
SGBAUG27,GB,12494,12548.5,12450,12527.13,12548.5,12515.5,90,1125799.06,27-Oct-2025,53,IN0020190107
SGBSEP27,GB,12339.99,12340,12330.01,12340,12340,12340,53,653929.76,27-Oct-2025,11,IN0020190115
SGBJAN27,GB,12445,12445,12330,12349,12349,12449.99,13,160719.04,27-Oct-2025,9,IN0020180462
SGBOCT27,GB,12350.01,12350.01,12200,12259.26,12259.17,12350,222,2724974.01,27-Oct-2025,59,IN0020190370
SGBFEB27,GB,12920.12,12920.12,12919.99,12920.12,12920.12,12605,10,129200.17,27-Oct-2025,4,IN0020180561
SGBOCT27VI,GB,12399.95,12399.96,12290,12290.39,12290,12400,29,357927.51,27-Oct-2025,10,IN0020190388
SGBDC27VII,GB,12762.1,12762.1,12425.01,12457,12457,12450.83,21,263906.53,27-Oct-2025,13,IN0020190461
SGBAPR28I,GB,12684.99,12684.99,12201,12480,12480,12581.62,435,5423987.72,27-Oct-2025,142,IN0020200062
SGBMAY28,GB,12385.02,12385.02,11706,12269.62,12285,12357.43,934,11430318.97,27-Oct-2025,174,IN0020200088
SGBJUL28IV,GB,12388.99,12388.99,12200,12260.07,12298.95,12388.99,960,11787775.16,27-Oct-2025,185,IN0020200146
SGBFEB28IX,GB,12215.01,12215.01,12215,12215,12215,12399,8,97720.02,27-Oct-2025,5,IN0020190545
SGBAUG28V,GB,12375,12489.99,12005,12297.93,12280,12386.39,5446,66976370.54,27-Oct-2025,687,IN0020200161
SGBSEP28VI,GB,12378.93,12398.99,12200.1,12282.07,12276,12378.93,319,3929863.39,27-Oct-2025,83,IN0020200195
SGBOC28VII,GB,12349.24,12349.24,12249.25,12269.29,12250.01,12349.24,303,3722082.25,27-Oct-2025,91,IN0020200203
SGBJ28VIII,GB,12445.01,12445.01,12250,12252.01,12252.01,12445,14,173334.05,27-Oct-2025,8,IN0020190537
SGBMAR28X,GB,12400.01,12400.01,12150.02,12200.01,12344.98,12482.31,59,727489.41,27-Oct-2025,20,IN0020190552
SGBJUL29IV,GB,12400.4,12400.4,12275,12336.74,12398.99,12398.37,606,7480622.23,27-Oct-2025,103,IN0020210111
SGBJAN29IX,GB,12208,12499.97,12208,12263.64,12262,12381.39,347,4273416.54,27-Oct-2025,77,IN0020200377
SGBAUG29V,GB,12554.94,12562.5,12389,12428.28,12431,12554.94,322,4016783.48,27-Oct-2025,89,IN0020210129
SGBD29VIII,GB,12507.79,12507.79,12400,12401.63,12400,12507.79,578,7189268.80,27-Oct-2025,130,IN0020210228
SGBJAN29X,GB,12331.01,12398.99,12300.01,12331,12351,12420,114,1405244.94,27-Oct-2025,31,IN0020200385
SGBFEB29XI,GB,12327.79,12389.99,12270,12314.99,12314.99,12389.73,248,3052211.17,27-Oct-2025,61,IN0020200393
SGBMR29XII,GB,12305.56,12496.99,12230,12284.46,12299.99,12377.83,1413,17359275.88,27-Oct-2025,231,IN0020200427
SGBJUN30,GB,12597.14,12600,12415.01,12513.39,12511,12597.15,852,10652422.90,27-Oct-2025,185,IN0020220045
SGBAUG30,GB,12848.09,12879.99,12505.55,12722.33,12700,12848.08,940,11914254.99,27-Oct-2025,217,IN0020220078
SGBDE30III,GB,12740.93,12974.99,12740.93,12811.8,12849,12796.87,419,5388955.30,27-Oct-2025,114,IN0020220110
SGBJAN30IX,GB,12600,12600,12425.56,12483.01,12499.99,12424.06,154,1926292.18,27-Oct-2025,47,IN0020210236
SGBMAR30X,GB,12405.56,12599.99,12405.56,12528.33,12485.01,12503.74,178,2221005.97,27-Oct-2025,47,IN0020210319
SGBJUN31I,GB,12804.34,12999.99,12741.08,12949.04,12999,12904.33,1088,13995689.11,27-Oct-2025,264,IN0020230069
SGBSEP31II,GB,12990,13097.99,12915,13025.91,13015,13014.77,2026,26343421.79,27-Oct-2025,337,IN0020230093
SGBDE31III,GB,12957.98,13080,12700,13037.05,13025,13057.98,2551,33162777.98,27-Oct-2025,474,IN0020230168
SGBMAR31IV,GB,12505.56,12890,12505.56,12722.9,12735,12759.16,334,4266096.96,27-Oct-2025,104,IN0020220169
SGBFEB32IV,GB,13690,13897,13485.24,13602.12,13595,13696.36,2776,37725591.32,27-Oct-2025,659,IN0020230184
20MICRONS,EQ,211,211.86,208.57,210.26,211,210.51,64341,13515732.47,27-Oct-2025,1605,INE144J01027
21STCENMGM,EQ,46.98,47,45.94,46.01,46.52,46.88,5221,242673.51,27-Oct-2025,127,INE253B01015
360ONE,BL,1179.7,1179.7,1179.7,1179.7,1179.7,1142.35,5330128,6287952001.60,27-Oct-2025,2,INE466L01038
360ONE,EQ,1179.8,1189.8,1167.8,1173,1167.8,1185.7,607697,716741625.60,27-Oct-2025,29601,INE466L01038
GOLD360,EQ,118.75,121.9,117.6,119.4,119.2,118.75,30881,3680085.85,27-Oct-2025,357,INF579M01BB5
SILVER360,EQ,144.99,145,141.1,144,144.09,145.06,158703,22831970.50,27-Oct-2025,922,INF579M01BC3
3IINFOLTD,EQ,20.18,20.79,19.85,19.97,20.01,20.05,671001,13494920.57,27-Oct-2025,2535,INE748C01038
3MINDIA,EQ,29815,30170,29800,30015,30010,29735,4273,128132745.00,27-Oct-2025,1982,INE470A01017
3PLAND,EQ,43.04,45.01,43.04,43.56,43.79,42.82,15159,670974.07,27-Oct-2025,232,INE105C01023
5PAISA,EQ,313.6,319.65,313.3,316.5,317.25,312.4,47142,14944852.95,27-Oct-2025,1745,INE618L01018
63MOONS,EQ,790.5,820.9,787.05,796.1,799,786,93246,74637730.85,27-Oct-2025,6110,INE111B01023
734IRFC28,N4,1045,1045,1045,1045,1045,1045,200,209000.00,27-Oct-2025,2,INE053F07579
735PFCL35,N1,1190,1190,1190,1190,1190,1170,100,119000.00,27-Oct-2025,1,INE134E07570
764NABAR31,N2,1139,1142,1135.5,1142,1142,1140,1501,1707223.16,27-Oct-2025,12,INE261F07032
764HUDCO31,N8,1147.7,1147.7,1144,1144.27,1144,1147.7,795,910040.00,27-Oct-2025,18,INE031A07AO5
769HUDCO31,N9,1169,1169,1156.21,1161.33,1164.5,1161.5,822,954654.95,27-Oct-2025,9,INE031A07AT4
812REC27,NI,1064,1064,1064,1064,1064,1060.79,207,220248.00,27-Oct-2025,2,INE020B07GH7
82HUDCO27,N2,1088,1095,1086.6,1094.3,1094.3,1099.99,1427,1552274.38,27-Oct-2025,20,INE031A07840
830PFCL27,N5,1049.9,1049.9,1042,1042.33,1042,1045,320,333947.90,27-Oct-2025,14,INE134E07208
848NTPC28,N2,1157,1157,1157,1157,1157,1379.05,10,11570.00,27-Oct-2025,1,INE733E07JF7
875NHAI29,N6,1164.99,1165,1160,1160.45,1160,1161.5,1417,1645679.10,27-Oct-2025,38,INE906B07DF8
876HUDCO28,ND,1092,1096,1090,1092,1092,1092,956,1044325.00,27-Oct-2025,20,INE031A07949
891IIFCL34,N4,1315,1315.01,1315,1315,1315.01,1330,74,97310.64,27-Oct-2025,2,INE787H07370
891NTPC33,N6,1320,1320,1320,1320,1320,1320,56,73920.00,27-Oct-2025,2,INE733E07JJ9
892PFCL33,N8,1320,1325,1320,1322.33,1325,1325.5,3,3967.00,27-Oct-2025,3,INE134E07463
9MMFSML,N2,1032.36,1037.25,1032.36,1033.29,1033.15,1032,214,221152.11,27-Oct-2025,7,INE774D08MA6
901HUDCO34,NE,1320.02,1325,1320.02,1325,1325,1329,75,99150.90,27-Oct-2025,2,INE031A07AB2
ABCOTS,EQ,428,444,416.3,420.85,417,423,21936,9363706.45,27-Oct-2025,908,INE08PH01015
ABINFRA,EQ,18.12,18.79,18.1,18.25,18.1,18.41,403033,7374191.29,27-Oct-2025,884,INE00YB01025
AGUL,SM,60.1,63.25,60.1,63.25,63.25,63.25,10000,619800.00,27-Oct-2025,5,INE0O6N01012
A2ZINFRA,EQ,16.65,17.25,16.26,16.44,16.41,16.62,254473,4237398.18,27-Oct-2025,868,INE619I01012
AAATECH,BE,89.39,92.5,87,90.97,91.7,90.04,615869,56088763.32,27-Oct-2025,610,INE0D0U01013
AADHARHFC,EQ,525,525.9,510,511.2,511.05,522.6,312801,161293231.00,27-Oct-2025,11783,INE883F01010
AAKAAR,SM,88,88,85.9,85.9,85.9,88.75,6400,555520.00,27-Oct-2025,4,INE1GYP01013
AAKASH,EQ,9.1,9.3,9.03,9.05,9.19,9.16,69160,631225.04,27-Oct-2025,355,INE087Z01024
AARADHYA,ST,170,171.5,161,161,161,163.65,8400,1408200.00,27-Oct-2025,5,INE124401014
AAREYDRUGS,BE,88.5,89.5,88.5,89.5,89.5,88,8099,720052.30,27-Oct-2025,59,INE198H01019
AARON,EQ,189.4,222,189,209.25,206.3,189.4,276973,58986391.31,27-Oct-2025,9270,INE721Z01010
AARTECH,EQ,63.1,63.94,59.1,60.04,59.26,62.93,347115,21213817.47,27-Oct-2025,1955,INE01C001026
AARTIDRUGS,EQ,493.95,502.6,489.15,491.2,491.1,493.95,99176,48996142.55,27-Oct-2025,6797,INE767A01016
AARTIIND,EQ,383,383.2,378.45,380.45,380,381.7,343034,130618806.70,27-Oct-2025,11400,INE769A01020
AARTIPHARM,EQ,832.4,841.5,829.35,831.15,830,832.4,73536,61278515.75,27-Oct-2025,6710,INE0LRU01027
AARTISURF,EQ,462.3,478.85,462.3,468.85,472.7,464.6,3354,1581094.95,27-Oct-2025,378,INE09EO01013
AARVI,EQ,119.33,121.99,119.33,119.95,119.95,118.74,4527,542524.17,27-Oct-2025,116,INE754X01016
AATMAJ,SM,21.6,21.6,20.15,20.15,20.15,21,24000,501100.00,27-Oct-2025,9,INE0OB201016
AAVAS,EQ,1706.9,1706.9,1648,1653.8,1659.2,1688,122932,204922052.00,27-Oct-2025,15192,INE216P01012
ABAN,BE,41,42.09,41,41.62,41.3,41.16,21679,900049.67,27-Oct-2025,191,INE421A01028
AFSL,EQ,201.02,204,201,202.27,204,201.34,31305,6304090.54,27-Oct-2025,423,INE00ZE01026
ABB,EQ,5198,5240,5172,5238,5233,5181,72330,376978635.00,27-Oct-2025,9946,INE117A01022
ABBOTINDIA,EQ,29935,29935,29655,29770,29775,29930,8027,239226070.00,27-Oct-2025,2019,INE358A01014
ABHAPOWER,ST,37.55,38.85,37.55,38.85,38.85,37.55,3200,122240.00,27-Oct-2025,2,INE0UYG01015
AILIMITED,SM,42.1,42.1,42.1,42.1,42.1,40.1,1500,63150.00,27-Oct-2025,1,INE0CAJ01017
ABMINTLLTD,BE,50.61,53,50.61,51.2,51.2,53.24,48,2449.20,27-Oct-2025,4,INE251C01025
ABSMARINE,SM,191.95,205,191.95,203.45,203.95,190,154500,30851575.00,27-Oct-2025,251,INE0QRV01016
ACC,EQ,1850,1868,1838.7,1862.7,1856,1850.1,217898,403799044.10,27-Oct-2025,10216,INE012A01025
ACCELYA,EQ,1423.2,1428.9,1384.7,1387.6,1390,1429.6,43601,60839426.90,27-Oct-2025,5429,INE793A01012
ACCENTMIC,ST,271.2,274,267.55,271,271,271.55,5500,1492975.00,27-Oct-2025,11,INE0Q5D01013
ACCPL,SM,55,58.95,54.6,56.8,56.6,57.85,14400,813300.00,27-Oct-2025,12,INE0T8T01010
ACCURACY,EQ,6.6,6.75,6.55,6.66,6.7,6.58,112866,748946.63,27-Oct-2025,553,INE648Z01023
ACEINTEG,EQ,24,24.34,23.79,23.95,23.92,23.9,2716,65226.21,27-Oct-2025,73,INE543V01017
ACMESOLAR,EQ,283.15,287.35,280.1,283.6,283.2,283.15,924759,262556555.20,27-Oct-2025,26827,INE622W01025
ACE,EQ,1109.5,1121.4,1103.9,1114.2,1115.9,1110.1,149351,166527222.30,27-Oct-2025,16025,INE731H01025
ACTIVEINFR,SM,170,170,170,170,170,174.8,2400,408000.00,27-Oct-2025,4,INE0KLO01025
ACUTAAS,EQ,1685,1738,1674.2,1731.3,1727,1683.3,259050,444998973.80,27-Oct-2025,26917,INE00FF01025
ADANIENSOL,EQ,945.2,951.8,942,946.35,945.05,944.25,562332,531763368.10,27-Oct-2025,15743,INE931S01010
ADANIENT,EQ,2504.2,2514.6,2487.1,2492.8,2490,2504.2,478055,1194237293.50,27-Oct-2025,28241,INE423A01024
ADANIGREEN,EQ,1025,1027.6,1015,1017.1,1017,1031.1,1762358,1798930906.80,27-Oct-2025,43948,INE364U01010
ADANIPORTS,EQ,1429,1429.8,1410,1420.6,1421.7,1429,2280976,3236388750.20,27-Oct-2025,112873,INE742F01042
ADANIPOWER,EQ,168.5,169.77,162,162.96,162,167.72,51617783,8534287269.82,27-Oct-2025,218635,INE814H01029
ATGL,EQ,623,624,618,619.05,618.55,622.55,377483,234178849.30,27-Oct-2025,13234,INE399L01023
LAWSIKHO,SM,141,141.8,139.3,139.3,139.3,141.05,12000,1677450.00,27-Oct-2025,18,INE0RDH01021
ADFFOODS,EQ,212,217.9,211.5,217.1,217.85,211.35,174975,37683458.51,27-Oct-2025,4663,INE982B01027
ABSLAMC,EQ,830.6,838.6,809,818.5,818.9,830.6,415604,341230291.10,27-Oct-2025,23420,INE404A01024
ABCAPITAL,EQ,306.15,311.9,305.5,310.75,310.75,306.15,2223082,689378251.30,27-Oct-2025,33013,INE674K01013
ABFRL,EQ,82.1,82.89,81.4,81.76,81.7,81.93,2345575,192446361.33,27-Oct-2025,16034,INE647O01011
ABLBL,EQ,138.85,138.94,135.46,136.37,136.1,138.44,910493,124650107.43,27-Oct-2025,10491,INE14LE01019
BIRLAMONEY,EQ,165.25,166.53,163.41,164.79,164.62,165.16,40949,6735904.43,27-Oct-2025,818,INE865C01022
ABREL,EQ,1694.8,1763.9,1686.4,1755.2,1755.3,1682.4,290897,502755629.40,27-Oct-2025,28648,INE055A01016
CPPLUS,EQ,1394.8,1395.9,1360,1382.2,1382.5,1389.3,69429,95850082.20,27-Oct-2025,8150,INE819V01029
AUSL,SM,31.1,33.8,31.1,33.8,33.8,32.4,4000,129800.00,27-Oct-2025,2,INE01YQ01013
AVL,EQ,550.25,569,550,565,567.95,550.25,342396,192498063.40,27-Oct-2025,27055,INE679V01027
BSLGOLDETF,EQ,107.9,107.9,105.81,106.16,106.6,106.41,364094,38784784.53,27-Oct-2025,2161,INF209KB18D3
BSLNIFTY,EQ,30.19,30.22,29.93,30.16,30.2,29.93,350956,10580709.03,27-Oct-2025,6492,INF209KB19D1
ADOR,EQ,1137,1139.45,1098,1113.95,1131.55,1132.5,29989,33466152.90,27-Oct-2025,3803,INE045A01017
ADROITINFO,EQ,11.99,11.99,11.2,11.33,11.47,11.7,84434,963643.81,27-Oct-2025,336,INE737B01033
ADVANCE,EQ,146.56,154,138.25,142.5,139.6,147.57,2458327,365030262.13,27-Oct-2025,18106,INE1B0W01010
ADVENZYMES,EQ,307,310.1,299,301.85,300.15,306.6,366964,110921471.65,27-Oct-2025,12821,INE837H01020
ADVANIHOTR,EQ,58.75,59.36,58.75,58.98,58.93,58.75,31358,1852301.90,27-Oct-2025,491,INE199C01026
AEGISLOG,EQ,788,813.65,784.3,807,806,782.6,421397,339387372.95,27-Oct-2025,19453,INE208C01025
AEGISVOPAK,EQ,282,285,272.2,283.15,283.8,280.25,701701,195290251.65,27-Oct-2025,20148,INE0INX01018
AEL170725,ND,1015,1015,1015,1015,1015,1005.95,9,9135.00,27-Oct-2025,2,INE423A07419
AEL170725A,NG,1015,1015,1015,1015,1015,1024,62,62930.00,27-Oct-2025,1,INE423A07468
885AEL28,NB,1011,1011,999.99,1000,1000,1007,322,322319.00,27-Oct-2025,17,INE423A07427
9AEL30,NE,1025,1025,1023,1024.26,1023,1028.99,153,156719.00,27-Oct-2025,9,INE423A07443
915AEL28,NC,1027,1027,1027,1027,1027,1025.9,1,1027.00,27-Oct-2025,1,INE423A07435
930AEL30,NF,1030,1034.35,1030,1034.2,1034.35,1030,270,278903.45,27-Oct-2025,12,INE423A07393
AEROENTER,EQ,86,86.5,84.1,85.23,85.5,85.27,168458,14335874.55,27-Oct-2025,1198,INE065D01027
AEROFLEX,EQ,173.3,176,170.24,173.16,175,172.33,237768,40899869.45,27-Oct-2025,6379,INE024001021
AERONEU,EQ,85,86.88,80.8,81.5,81.07,83.68,42701,3528282.78,27-Oct-2025,1995,INE035801013
AERON,SM,111.05,114.2,111,111.05,111,112.35,12000,1338850.00,27-Oct-2025,10,INE0WL801011
AESTHETIK,SM,117.3,119,116,116,116,117,14000,1643100.00,27-Oct-2025,7,INE0TSF01011
AETHER,EQ,765,770,755.9,762.9,764,764.45,43126,32886398.85,27-Oct-2025,4278,INE0BWX01014
AFCONS,EQ,443.95,447.4,437.05,440,440.65,443.45,346378,152989593.00,27-Oct-2025,13452,INE101I01011
AFFLE,EQ,1887.4,1929,1884.2,1919.6,1907.3,1887.4,110154,210284943.00,27-Oct-2025,13313,INE00WC01027
AFFORDABLE,EQ,266.3,266.3,254.98,256.47,258.7,264.58,48087,12432839.31,27-Oct-2025,2051,INE692Z01013
12AFIL27,N0,10000,10000,10000,10000,10000,9890,2,20000.00,27-Oct-2025,2,INE916Y07032
12AFIL28,N0,9900,9900,9900,9900,9900,10000,3,29700.00,27-Oct-2025,2,INE916Y07057
AGARWALFT,SM,59.5,59.5,56,56,56,57.7,3000,173250.00,27-Oct-2025,2,INE0MLA01012
AGARIND,EQ,895.1,898.7,867.85,872.95,875,897.75,17850,15612146.50,27-Oct-2025,1212,INE204E01012
AGARWALTUF,SM,144.5,145,126.15,142.45,144,145,312000,43029420.00,27-Oct-2025,212,INE0P8X01016
AGI,EQ,828.3,840,825.7,833.7,833,827.25,56494,47028336.90,27-Oct-2025,5964,INE415A01038
AGIIL,EQ,265.7,266.4,258.9,263.6,262.5,264.8,515081,135105481.20,27-Oct-2025,13033,INE976R01033
AGRITECH,EQ,133,133,130.35,131.01,131.05,130.88,3162,415779.41,27-Oct-2025,97,INE449G01018
AGROPHOS,BE,43,43.69,41.3,42.02,42.2,42.3,11454,485207.83,27-Oct-2025,123,INE740V01019
AGSTRA,BZ,4.43,4.45,4.24,4.29,4.3,4.43,357739,1543466.89,27-Oct-2025,435,INE583L01014
AHLADA,EQ,60.3,60.3,59.1,59.21,59.1,59.72,7131,423920.23,27-Oct-2025,153,INE00PV01013
AHLUCONT,EQ,922,928.8,913.65,919.6,920,924.6,16980,15626814.70,27-Oct-2025,2267,INE758C01029
AIAENG,EQ,3377,3399,3323.4,3387.3,3382.8,3360.2,41205,138893872.20,27-Oct-2025,8447,INE212H01026
AIMTRON,SM,720.05,732,705.6,723.6,721.1,725.1,38400,27624820.00,27-Oct-2025,93,INE0RUV01018
GOLDTECH,EQ,58.1,58.98,56.63,58.24,58.8,57.24,24375,1411159.36,27-Oct-2025,432,INE805A01014
AIRAN,EQ,24.32,24.53,23.15,23.69,23.16,24.31,79291,1892254.43,27-Oct-2025,834,INE645W01026
AIROLAM,EQ,102.72,106.6,102,105.9,105.91,102.21,6664,698236.85,27-Oct-2025,187,INE801L01010
AIRTELPP,E1,1549,1599,1545.9,1576.1,1573.85,1538.55,502584,794919346.80,27-Oct-2025,6663,IN9397D01014
AJANTPHARM,EQ,2429,2437.5,2386,2393.1,2392.8,2414.4,72406,174239434.40,27-Oct-2025,8855,INE031B01049
AJAXENGG,EQ,617,655,612.1,614.95,614.9,616.3,128463,80012841.55,27-Oct-2025,6104,INE274Y01021
AJMERA,EQ,1033.35,1040.95,1010.1,1015.45,1014.85,1023.15,53380,54807784.65,27-Oct-2025,4219,INE298G01027
AJOONI,EQ,5.11,5.2,5.11,5.15,5.19,5.13,303872,1571844.91,27-Oct-2025,568,INE820Y01021
AKANKSHA,SM,89.35,89.35,86.6,88.7,87,87.55,25000,2200850.00,27-Oct-2025,22,INE0PCY01014
AKASH,EQ,28.39,28.39,27.76,27.88,27.94,28.01,2897,81036.54,27-Oct-2025,57,INE737W01013
AKG,EQ,13.2,13.8,13.2,13.53,13.6,13.47,136021,1840491.25,27-Oct-2025,438,INE00Y801016
AKI,EQ,8.3,8.64,8.18,8.35,8.35,8.27,70398,583028.13,27-Oct-2025,270,INE642Z01026
AKIKO,ST,273.1,278.4,272,278.4,278.4,269.85,22400,6131760.00,27-Oct-2025,14,INE0PMR01017
AFIL,EQ,8.25,8.27,8.06,8.14,8.19,8.18,900693,7357323.87,27-Oct-2025,1753,INE916Y01027
AKSHOPTFBR,EQ,7.6,7.64,7.5,7.61,7.62,7.63,174840,1325763.91,27-Oct-2025,576,INE523B01011
AKSHAR,BE,0.61,0.63,0.59,0.6,0.61,0.61,806767,487631.83,27-Oct-2025,719,INE256Z01025
AKSHARCHEM,EQ,268.25,276,264.5,273.15,275.1,267.5,2993,813963.05,27-Oct-2025,160,INE542B01011
AKUMS,EQ,460,471.05,457.5,465.9,467,460.55,75534,34939848.00,27-Oct-2025,2388,INE09XN01023
AKZOINDIA,EQ,3290,3290,3241.2,3249.7,3246.2,3283.5,19366,62977438.40,27-Oct-2025,3887,INE133A01011
ALANKIT,EQ,12.19,13,12,12.49,12.5,12,487172,6069336.63,27-Oct-2025,1292,INE914E01040
ALBERTDAVD,EQ,804.7,812.85,802.05,807.6,812.45,801.15,2009,1622973.40,27-Oct-2025,238,INE155C01010
ALEMBICLTD,EQ,101.7,101.7,100.1,100.28,100.55,100.8,148923,14967799.59,27-Oct-2025,3803,INE426A01027
APLLTD,EQ,934.6,934.6,912,914.9,915,924.6,97588,89429637.50,27-Oct-2025,15361,INE901L01018
ALICON,EQ,898.95,1022,889,984.1,965,873.8,2654103,2639402928.50,27-Oct-2025,95569,INE062D01024
ALIVUS,EQ,919,927.6,914,919.25,919.9,924.15,43905,40331380.75,27-Oct-2025,4439,INE03Q201024
ALKALI,EQ,90.7,90.7,87,87.45,87.66,88.45,7638,674235.47,27-Oct-2025,266,INE773I01017
ALKEM,EQ,5560,5580,5440.5,5475.5,5449,5545,71439,393687858.50,27-Oct-2025,12460,INE540L01014
ALKYLAMINE,EQ,1878.8,1910.4,1868.2,1904.2,1895,1871.3,18600,35115628.60,27-Oct-2025,3460,INE150B01039
ALLETEC,SM,262.9,262.9,255.4,260.55,261,251.95,30000,7768920.00,27-Oct-2025,58,INE0M2X01012
ALLTIME,EQ,291.1,295.75,287.5,289.8,288.9,289.6,359333,104468807.40,27-Oct-2025,10844,INE0GV601021
ACLGATI,EQ,60.82,61.12,60.12,60.8,60.65,60.61,151261,9171046.11,27-Oct-2025,1263,INE152B01027
ALLCARGO,EQ,33,33.74,32.71,33.33,33.35,33.03,2262789,75114161.83,27-Oct-2025,12269,INE418H01029
ATL,EQ,34.25,34.55,33.96,34.19,34.37,34.16,214442,7338392.31,27-Oct-2025,1671,INE0NN701020
ALLDIGI,EQ,889.15,945,885.05,907.6,910,889.15,32880,30260891.20,27-Oct-2025,1992,INE835G01018
ABDL,EQ,615,629,601.45,611.85,612.95,618.35,757072,467925885.95,27-Oct-2025,28854,INE552Z01027
ADSL,EQ,182.39,185.65,181.25,183.02,184.75,181.73,195975,35833453.60,27-Oct-2025,5371,INE102I01027
ALMONDZ,EQ,17.16,17.3,16.8,17.02,17.03,16.92,136677,2331671.71,27-Oct-2025,451,INE326B01035
ALOKINDS,EQ,17.57,17.59,17.4,17.44,17.42,17.55,2593917,45294592.67,27-Oct-2025,6447,INE270A01029
ALPA,EQ,89.3,91.54,89.18,89.71,90,89.3,32226,2898919.11,27-Oct-2025,613,INE385I01010
ALPEXSOLAR,SM,1218.75,1227,1175,1214.9,1227,1200.7,73400,88468810.00,27-Oct-2025,280,INE0R4701017
ALPHAGEO,EQ,260.8,267.96,260,260.94,260.2,264.81,6437,1694573.99,27-Oct-2025,419,INE137C01018
ALPSINDUS,BE,1.91,2.07,1.91,1.95,1.95,2,21445,42403.38,27-Oct-2025,75,INE093B01015
ALUWIND,SM,90,90.25,89,89,89,88.5,7500,672750.00,27-Oct-2025,5,INE0STM01017
AMANTA,EQ,125.68,125.68,123.02,124.26,124.85,125.1,45486,5673645.49,27-Oct-2025,933,INE084K01015
ARE&M,EQ,996.8,1004,994.2,1001.95,1001,996.8,308511,308584499.25,27-Oct-2025,16064,INE885A01032
AMBER,EQ,8326,8520.5,8301,8476,8466,8321.5,332713,2808217686.50,27-Oct-2025,38585,INE371P01015
AMBEY,SM,39.8,39.8,39.75,39.75,39.75,41,10000,397900.00,27-Oct-2025,4,INE0M3I01029
AMBICAAGAR,EQ,25.75,25.75,25.1,25.48,25.49,25.31,19846,502180.66,27-Oct-2025,109,INE792B01012
AMBIKCO,EQ,1380.5,1410,1369.1,1370.7,1374.7,1386.3,6252,8630642.90,27-Oct-2025,753,INE540G01014
AMBUJACEM,EQ,557.1,561.9,552.25,560.25,561.5,555,2124784,1183258605.50,27-Oct-2025,38976,INE079A01024
AMDIND,EQ,58.49,61.2,57.65,59.51,59.88,58.2,47039,2819436.37,27-Oct-2025,775,INE005I01014
AMIABLE,SM,67.85,67.85,67.85,67.85,67.85,68.1,1600,108560.00,27-Oct-2025,1,INE0MTP01013
AMNPLST,EQ,224,226.9,212.25,214.84,215.8,224.7,19154,4171089.97,27-Oct-2025,929,INE275D01022
